"chat_text","intent"
"kapan dunia ini kiamat?.","out_of_context"
"min, aku pengen kerjaan yang ngurusin git gitu dong, buka ga","cari_lowongan"
"format cv yang disukai ats itu gimana sih.","tanya_tips_rekrutmen"
"oke","salam_sapaan"
"referensi roadmap ui/ux designer tahun ini","tanya_roadmap_karir"
"siapa presiden indonesia sekarang?","out_of_context"
"struktur portofolio yang bagus buat fullstack developer kayak gmn","tanya_tips_rekrutmen"
"cek loker data scientist yang available dng","cari_lowongan"
"cek loker mobile developer yg available dng","cari_lowongan"
"min, gw pengen kerjaan yang ngurusin node.js gitu donk, buka ga?","cari_lowongan"
"cara pake tombol upload cv ini gimana?","bantuan_fitur_aplikasi"
"aku bingung cara lihat skill gap analysis","bantuan_fitur_aplikasi"
"cara save hasil upload cv gmn ya","bantuan_fitur_aplikasi"
"rekomendasi kado bwt atasan cowok dong","out_of_context"
"kenapa upload cv nggak muncul","bantuan_fitur_aplikasi"
"minta tolong cara skill gap analysis dong","bantuan_fitur_aplikasi"
"Gw udah bisa python, tolong cekin dong gw udah pantes belum lamar loker ini?","analisis_skill_gap"
"hi.","salam_sapaan"
"aku lagi nyari loker yang kerjanya pake machine learning nih min","cari_lowongan"
"alur belajar fullstack developer bwt pemula","tanya_roadmap_karir"
"apa yang harus aku tambahin di cv biar match sama frontend developer","analisis_skill_gap"
"skill node.js aku udah cukup belum buat lamar mobile developer","analisis_skill_gap"
"sore kak, makasih","salam_sapaan"
"Fitur profil kok tiba-tiba ilang dari layar saya","bantuan_fitur_aplikasi"
"struktur portofolio yang bagus bwt mobile developer kayak gmana.","tanya_tips_rekrutmen"
"Kayaknya gw ga sanggup deh lamar posisi machine learning engineer, mending belajar dari mana dulu ya?","tanya_roadmap_karir"
"cek kecocokan profil saya sama loker machine learning engineer dng.","analisis_skill_gap"
"kok ganti password error ya?.","bantuan_fitur_aplikasi"
"skill css aku udah cukup belum bwt lamar backend developer.","analisis_skill_gap"
"alur belajar devops engineer buat pemula.","tanya_roadmap_karir"
"roadmap belajar machine learning engineer dong min","tanya_roadmap_karir"
"bisa tolong review profil aku cocok ga buat loker devops engineer?","analisis_skill_gap"
"mau nyari kerjaan sebagai mobile developer nih","cari_lowongan"
"tab upload cv di profil gua kok ngeblank putih doang ya","bantuan_fitur_aplikasi"
"Cara nego gaji ui/ux designer ygn bener gmana?","tanya_tips_rekrutmen"
"cara menghadapi coding test fullstack developer gimana?","tanya_tips_rekrutmen"
"syarat backend developer minta docker, aku belum bs. aman ngga.","analisis_skill_gap"
"tulisin query SQL bt join 3 tabel dong","out_of_context"
"tools apa aja ygn wajib dipelajari buat frontend developer","tanya_roadmap_karir"
"yaps","salam_sapaan"
"mau jadi data scientist harus mulai dari mana","tanya_roadmap_karir"
"Haii","salam_sapaan"
"format CV yg disukai ATS itu gimana sih?","tanya_tips_rekrutmen"
"film action terbaru apa ya?.","out_of_context"
"min, tolong bikinin contoh cv ats bt daftar kerja donk","out_of_context"
"min, gw pengen kerjaan yang ngurusin aws gitu dong, buka ga?","cari_lowongan"
"min, gw pengen kerjaan ygn ngurusin css gitu dong, buka ngga","cari_lowongan"
"mau jadi mobile developer harus mulai dari mana?.","tanya_roadmap_karir"
"apakah hasil ganti password akurat","bantuan_fitur_aplikasi"
"bocoran pertanyaan interview hrd donk buat machine learning engineer","tanya_tips_rekrutmen"
"kalo mau fokus ke html buat jadi devops engineer jalurnya gmn","tanya_roadmap_karir"
"tolong cariin loker data scientist dng","cari_lowongan"
"bisa tolong review profil aku cocok gak buat loker mobile developer?","analisis_skill_gap"
"tolong cariin loker qa engineer dong","cari_lowongan"
"bs tolong buatin study plan buat qa engineer?","tanya_roadmap_karir"
"min, gw pengen kerjaan yang ngurusin machine learning gitu dong, buka nggak?","cari_lowongan"
"cek kecocokan profil saya sama loker frontend developer dong","analisis_skill_gap"
"hrd tuh suka cv yang kayak gimana sih buat ui/ux designer","tanya_tips_rekrutmen"
"cek loker frontend developer yang available dong","cari_lowongan"
"dari nol sampe jago data analyst belajarnya apa aja?","tanya_roadmap_karir"
"dari nol sampe jago data scientist belajarnya apa aja?","tanya_roadmap_karir"
"info loker frontend developer terbaru dong.","cari_lowongan"
"apakah portofolio node.js wajib dilampirkan pas daftar data analyst","tanya_tips_rekrutmen"
"gmana cara nolak cinta temen sekantor?","out_of_context"
"minta tolong cara cv analyzer dong","bantuan_fitur_aplikasi"
"kalau dari non-IT ke backend developer urutannya gimana min?","tanya_roadmap_karir"
"Kayaknya gw ga sanggup deh lamar posisi backend developer, mending belajar dari mana dulu ya?","tanya_roadmap_karir"
"kenapa job match score gak muncul?","bantuan_fitur_aplikasi"
"kenapa upload cv gak muncul.","bantuan_fitur_aplikasi"
"cek kecocokan profil saya sama loker data analyst dng","analisis_skill_gap"
"kenapa dashboard job market gak muncul","bantuan_fitur_aplikasi"
"cara download hasil skill gap analysis jadi bentuk pdf gimana min?","bantuan_fitur_aplikasi"
"bsa tolong buatin study plan bwt qa engineer?","tanya_roadmap_karir"
"kemarin gw ditolak hrd terus, mending tambahin apa ya di porto gw","tanya_tips_rekrutmen"
"minta tolong cara job match score donk.","bantuan_fitur_aplikasi"
"Haii, makasih ya","salam_sapaan"
"syarat fullstack developer minta sql, aku belum bs. aman gak?","analisis_skill_gap"
"gmn cara nego gaji biar ga kerendahan?.","tanya_tips_rekrutmen"
"min, gw pengen kerjaan yang ngurusin git gitu dng, buka ga","cari_lowongan"
"min, gw pengen kerjaan yang ngurusin javascript gitu dong, buka ga?.","cari_lowongan"
"skill aku kurang apa ya buat jadi ui/ux designer.","analisis_skill_gap"
"berapa persen match score aku buat apply machine learning engineer","analisis_skill_gap"
"syarat qa engineer minta aws, aku belum bisa. aman gk?","analisis_skill_gap"
"bocoran pertanyaan interview hrd dong buat fullstack developer","tanya_tips_rekrutmen"
"awal belajar mobile developer tuh harus kuasain react dulu ya","tanya_roadmap_karir"
"cara save hasil ganti password gimana?","bantuan_fitur_aplikasi"
"cek loker mobile developer yang available donk","cari_lowongan"
"cara install python di windows 11 gmn ya?","out_of_context"
"min, gw pengen kerjaan yang ngurusin docker gitu donk, buka gak?","cari_lowongan"
"struktur portofolio yang bagus buat devops engineer kayak gmn ya?","tanya_tips_rekrutmen"
"cara akses profil dimana ya?","bantuan_fitur_aplikasi"
"minta saran roadmap karir untuk fullstack developer","tanya_roadmap_karir"
"format cv yg disukai ats itu gmn ya sih","tanya_tips_rekrutmen"
"selamat malam, makasih ya","salam_sapaan"
"cara install python di windows 11 gimana?","out_of_context"
"hrd tuh suka cv ygn kayak gimana sih bt backend developer","tanya_tips_rekrutmen"
"bisa tolong review profil aku cocok ga buat loker qa engineer","analisis_skill_gap"
"kekurangan CV saya untuk loker frontend developer apa aja?","analisis_skill_gap"
"Tombol bwt liat skill gap analysis dimana sih","bantuan_fitur_aplikasi"
"roadmap belajar ui/ux designer donk min","tanya_roadmap_karir"
"selamat pagi.","salam_sapaan"
"gimana caranya belajar data analyst secara sistematis?.","tanya_roadmap_karir"
"buka lowongan qa engineer ngga min","cari_lowongan"
"bisa tolong buatin study plan buat fullstack developer.","tanya_roadmap_karir"
"haii","salam_sapaan"
"berapa persen match score aku buat apply frontend developer.","analisis_skill_gap"
"Kayaknya gw gak sanggup deh lamar posisi devops engineer, mending belajar dari mana dulu ya","tanya_roadmap_karir"
"gimana cara daftar bpjs","out_of_context"
"min, cv analyzer itu fungsinya buat apa","bantuan_fitur_aplikasi"
"kenapa cv analyzer nggak muncul","bantuan_fitur_aplikasi"
"gmn cara nego gaji biar ga kerendahan?","tanya_tips_rekrutmen"
"bocoran pertanyaan interview HRD dng bwt mobile developer","tanya_tips_rekrutmen"
"syarat data analyst minta node.js, aku belum bisa. aman ga?","analisis_skill_gap"
"tips biar lolos screening cv.","tanya_tips_rekrutmen"
"obat flu yang ampuh","out_of_context"
"rekomendasi keyboard mekanikal yang enak buat ngetik.","out_of_context"
"Ada loker machine learning engineer hari ini","cari_lowongan"
"saya butuh belajar apa lagi biar lolos loker qa engineer?","analisis_skill_gap"
"min, gw pengen kerjaan yang ngurusin figma gitu dong, buka ga?","cari_lowongan"
"referensi roadmap backend developer tahun ini.","tanya_roadmap_karir"
"kenapa server linux gua tiba tiba mati","out_of_context"
"kalo mau fokus ke machine learning buat jadi devops engineer jalurnya gimana","tanya_roadmap_karir"
"cekin profil gw dong, udah cocok belum lamar data scientist di startup","analisis_skill_gap"
"saya butuh belajar apa lagi biar lolos loker ui/ux designer?.","analisis_skill_gap"
"syarat data scientist minta machine learning, aku belum bisa. aman ga","analisis_skill_gap"
"cara akses notifikasi dimana ya?","bantuan_fitur_aplikasi"
"awal belajar devops engineer tuh harus kuasain python dulu ya","tanya_roadmap_karir"
"kalau dari non-it ke devops engineer urutannya gmn ya min?","tanya_roadmap_karir"
"minta nomer wa hrd tokopedia dong","out_of_context"
"mau jadi mobile developer harus mulai dari mana?","tanya_roadmap_karir"
"cek kecocokan profil saya sama loker machine learning engineer dong","analisis_skill_gap"
"buka lowongan mobile developer ngga min","cari_lowongan"
"hrd tuh suka cv yang kayak gmn sih buat qa engineer","tanya_tips_rekrutmen"
"hai, makasih ya","salam_sapaan"
"hp samsung yang kameranya bagus apa ya?.","out_of_context"
"cara baca upload cv gimana sih?","bantuan_fitur_aplikasi"
"cek kecocokan profil saya sama loker fullstack developer donk","analisis_skill_gap"
"film action terbaru apa ya","out_of_context"
"mending belajar react dulu atau apa ya biar bisa jadi frontend developer","tanya_roadmap_karir"
"cek kecocokan profil saya sama loker qa engineer dong","analisis_skill_gap"
"kualifikasi aku udah menuhin syarat frontend developer belum?","analisis_skill_gap"
"dari nol sampe jago machine learning engineer belajarnya apa aja","tanya_roadmap_karir"
"min, dashboard job market itu fungsinya buat apa","bantuan_fitur_aplikasi"
"minta script untuk auto clicker donk","out_of_context"
"apakah cv aku udah pas buat posisi devops engineer","analisis_skill_gap"
"info loker machine learning engineer terbaru dong.","cari_lowongan"
"cara pake tombol notifikasi ini gmn ya","bantuan_fitur_aplikasi"
"tiap kali gw klik menu job match score kok muter-muter doang ya layarnya","bantuan_fitur_aplikasi"
"apakah portofolio git wajib dilampirkan pas daftar frontend developer?","tanya_tips_rekrutmen"
"cara menghadapi coding test mobile developer gimana","tanya_tips_rekrutmen"
"kekurangan CV saya untuk loker data analyst apa aja?","analisis_skill_gap"
"struktur portofolio yg bagus buat data scientist kayak gimana?.","tanya_tips_rekrutmen"
"halo admin.","salam_sapaan"
"ada loker qa engineer hari ini?","cari_lowongan"
"Menurut lo, startup atau BUMN yg lebih enak","out_of_context"
"apakah portofolio figma wajib dilampirkan pas daftar ui/ux designer","tanya_tips_rekrutmen"
"mending pake macbook atau windows bt ngoding.","out_of_context"
"kemarin aku ditolak hrd terus, mending tambahin apa ya di porto aku?","tanya_tips_rekrutmen"
"kalau dari non-it ke qa engineer urutannya gimana min?.","tanya_roadmap_karir"
"tombol buat liat skill gap analysis dimana sih?","bantuan_fitur_aplikasi"
"yooo, tq","salam_sapaan"
"kenapa kecocokan aku cuma sedikit di loker devops engineer?.","analisis_skill_gap"
"syarat fullstack developer minta docker, aku belum bisa. aman ga?","analisis_skill_gap"
"kalo mau fokus ke figma buat jadi devops engineer jalurnya gmn ya?.","tanya_roadmap_karir"
"yaps.","salam_sapaan"
"gmana caranya belajar mobile developer secara sistematis?","tanya_roadmap_karir"
"cara jawab kelemahan diri pas interview gmana?.","tanya_tips_rekrutmen"
"gimana cara resign yg baik tanpa dimusuhin bos?","out_of_context"
"gimana cara pakai job match score?","bantuan_fitur_aplikasi"
"cek loker devops engineer yg available donk","cari_lowongan"
"gimana cara daftar bpjs?","out_of_context"
"bocoran pertanyaan interview HRD dong buat fullstack developer","tanya_tips_rekrutmen"
"sip","salam_sapaan"
"tolong buatin desain figma bwt aplikasi kasir dong","out_of_context"
"gimana caranya belajar devops engineer secara sistematis?","tanya_roadmap_karir"
"mending belajar python dulu atau apa ya biar bsa jadi qa engineer?","tanya_roadmap_karir"
"apakah portofolio javascript wajib dilampirkan pas daftar devops engineer","tanya_tips_rekrutmen"
"HRD tuh suka CV yang kayak gmn sih bt fullstack developer?","tanya_tips_rekrutmen"
"tolong jelasin dong cara kerja algoritma dijkstra.","out_of_context"
"cara config docker compose buat database mysql gimana?","out_of_context"
"perusahaan mana aja yg lagi buka lowongan data analyst","cari_lowongan"
"bang bantuin debug error di kode javascript gw dong.","out_of_context"
"apakah hasil notifikasi akurat","bantuan_fitur_aplikasi"
"info loker data scientist terbaru dong","cari_lowongan"
"kenapa kodingan react gw ngebug ya pas di-run?","out_of_context"
"kira-kira peluang aku diterima sebagai ui/ux designer gede ga?","analisis_skill_gap"
"syarat data scientist minta python, aku belum bisa. aman ga","analisis_skill_gap"
"cara masukin javascript ke portofolio biar dilirik rekruter gmana","tanya_tips_rekrutmen"
"skill kubernetes aku udah cukup belum buat lamar machine learning engineer?","analisis_skill_gap"
"dari nol sampe jago mobile developer belajarnya apa aja","tanya_roadmap_karir"
"tombol bwt liat cv analyzer dimana sih?","bantuan_fitur_aplikasi"
"mending pake macbook atau windows buat ngoding.","out_of_context"
"cara pake tombol bookmark loker ini gmn ya?","bantuan_fitur_aplikasi"
"ada posisi kosong bt data scientist yang wajib bisa css gak","cari_lowongan"
"ada lowongan data analyst ygn full wfh ngga","cari_lowongan"
"cara akses ganti password dimana ya","bantuan_fitur_aplikasi"
"gw lagi nyari loker yang kerjanya pake aws nih min","cari_lowongan"
"ada loker backend developer ygn butuh figma ga","cari_lowongan"
"cara masukin python ke portofolio biar dilirik rekruter gmn ya","tanya_tips_rekrutmen"
"min, saya pengen kerjaan ygn ngurusin git gitu dong, buka ga?.","cari_lowongan"
"bisa minta tolong cek bookmark loker saya","bantuan_fitur_aplikasi"
"cek kecocokan profil saya sama loker data scientist dng","analisis_skill_gap"
"kalo mau fokus ke docker buat jadi ui/ux designer jalurnya gimana?","tanya_roadmap_karir"
"tools apa aja ygn wajib dipelajari buat devops engineer","tanya_roadmap_karir"
"Halo.","salam_sapaan"
"minta tolong cara dashboard job market dng","bantuan_fitur_aplikasi"
"saya butuh belajar apa lagi biar lolos loker data scientist.","analisis_skill_gap"
"min, job match score itu fungsinya buat apa.","bantuan_fitur_aplikasi"
"bisa tolong translate dokumen ini ke bahasa inggris ga","out_of_context"
"kayaknya gua gk sanggup deh lamar posisi mobile developer, mending belajar dari mana dulu ya","tanya_roadmap_karir"
"bisa tolong review profil aku cocok ga buat loker qa engineer?","analisis_skill_gap"
"ada posisi kosong buat mobile developer yang wajib bisa python ga","cari_lowongan"
"cara save hasil profil gmana","bantuan_fitur_aplikasi"
"cara mengatasi jerawat meradang.","out_of_context"
"gw udah bs machine learning, tolong cekin dong gw udah pantes belum lamar loker ini?.","analisis_skill_gap"
"bocoran pertanyaan interview hrd donk buat data scientist","tanya_tips_rekrutmen"
"skill aku kurang apa ya buat jadi devops engineer.","analisis_skill_gap"
"kalo mau fokus ke react buat jadi devops engineer jalurnya gimana.","tanya_roadmap_karir"
"fitur buat nyimpen loker ini sebelah mana sih kok tiba-tiba ilang?.","bantuan_fitur_aplikasi"
"buka lowongan fullstack developer ngga min","cari_lowongan"
"berapa persen match score aku buat apply data scientist","analisis_skill_gap"
"tolong analisis skill gap aku untuk loker mobile developer","analisis_skill_gap"
"tools apa aja yang wajib dipelajari buat data scientist","tanya_roadmap_karir"
"mau jadi ui/ux designer harus mulai dari mana?","tanya_roadmap_karir"
"yooo.","salam_sapaan"
"kira-kira peluang aku diterima sebagai machine learning engineer gede ga","analisis_skill_gap"
"cara menghadapi coding test data scientist gimana?.","tanya_tips_rekrutmen"
"rekomendasi laptop 10 jutaan bwt programmer dong","out_of_context"
"kira-kira peluang aku diterima sebagai machine learning engineer gede gk?","analisis_skill_gap"
"Tab cv analyzer di profil gw kok ngeblank putih doang ya?","bantuan_fitur_aplikasi"
"bocoran pertanyaan interview hrd donk buat backend developer","tanya_tips_rekrutmen"
"saya butuh belajar apa lagi biar lolos loker backend developer?","analisis_skill_gap"
"pagi min, makasih ya","salam_sapaan"
"Kemarin gue ditolak hrd terus, mending tambahin apa ya di porto gue","tanya_tips_rekrutmen"
"berapa persen match score aku bt apply fullstack developer?","analisis_skill_gap"
"apakah hasil bookmark loker akurat?.","bantuan_fitur_aplikasi"
"mending belajar python dulu atau apa ya biar bisa jadi machine learning engineer?","tanya_roadmap_karir"
"cek loker data analyst yang available dong","cari_lowongan"
"cariin posisi machine learning engineer di jakarta.","cari_lowongan"
"gmana cara nego gaji biar nggak kerendahan?","tanya_tips_rekrutmen"
"minta tolong cara job match score dong","bantuan_fitur_aplikasi"
"kekurangan cv saya untuk loker machine learning engineer apa aja.","analisis_skill_gap"
"tools apa aja yang wajib dipelajari bt devops engineer","tanya_roadmap_karir"
"kira-kira peluang aku diterima sebagai qa engineer gede ga","analisis_skill_gap"
"kalo mau fokus ke node.js buat jadi machine learning engineer jalurnya gimana.","tanya_roadmap_karir"
"bisa tolong review profil aku cocok gk buat loker mobile developer","analisis_skill_gap"
"bisa tolong review profil aku cocok nggak bt loker data scientist","analisis_skill_gap"
"cara menghadapi coding test ui/ux designer gimana?","tanya_tips_rekrutmen"
"Tombol bwt liat ganti password dimana sih","bantuan_fitur_aplikasi"
"saya udah bisa sql, tolong cekin dong saya udah pantes belum lamar loker ini","analisis_skill_gap"
"kenapa server linux gw tiba tiba mati","out_of_context"
"skill react aku udah cukup belum buat lamar data scientist.","analisis_skill_gap"
"cara pake tombol notifikasi ini gimana.","bantuan_fitur_aplikasi"
"kualifikasi aku udah menuhin syarat mobile developer belum?","analisis_skill_gap"
"apakah portofolio aws wajib dilampirkan pas daftar mobile developer","tanya_tips_rekrutmen"
"tunjukin daftar lowongan ui/ux designer dong","cari_lowongan"
"apakah hasil ganti password akurat?.","bantuan_fitur_aplikasi"
"cara masukin html ke portofolio biar dilirik rekruter gimana","tanya_tips_rekrutmen"
"mending pake macbook atau windows bt ngoding","out_of_context"
"awal belajar data scientist tuh harus kuasain ci/cd dulu ya?","tanya_roadmap_karir"
"aku grogi interview, ada tips nggak?","tanya_tips_rekrutmen"
"kualifikasi aku udah menuhin syarat backend developer belum?","analisis_skill_gap"
"kalo mau update data di ganti password, harus ngulang dari awal atau bisa edit sebagian.","bantuan_fitur_aplikasi"
"roadmap belajar data scientist dong min","tanya_roadmap_karir"
"roadmap belajar ui/ux designer dong min","tanya_roadmap_karir"
"bisa tolong buatin study plan buat qa engineer","tanya_roadmap_karir"
"apa arti skor di upload cv.","bantuan_fitur_aplikasi"
"apa yg harus aku tambahin di CV biar match sama fullstack developer","analisis_skill_gap"
"gimana cara pakai ganti password","bantuan_fitur_aplikasi"
"minta tolong cara ganti password dong","bantuan_fitur_aplikasi"
"Gw udah bisa html, tolong cekin donk gw udah pantes belum lamar loker ini?","analisis_skill_gap"
"ada loker data scientist hari ini","cari_lowongan"
"apakah CV aku udah pas bt posisi data scientist","analisis_skill_gap"
"buka lowongan data scientist ngga min.","cari_lowongan"
"kekurangan CV saya untuk loker qa engineer apa aja?","analisis_skill_gap"
"kenapa server linux gw tiba tiba mati?.","out_of_context"
"kalo mau update data di profil, harus ngulang dari awal atau bisa edit sebagian?.","bantuan_fitur_aplikasi"
"HRD tuh suka CV yang kayak gimana sih buat data analyst","tanya_tips_rekrutmen"
"struktur portofolio yang bagus buat frontend developer kayak gimana","tanya_tips_rekrutmen"
"hai, tq.","salam_sapaan"
"apakah cv aku udah pas buat posisi data scientist","analisis_skill_gap"
"syarat frontend developer minta node.js, aku belum bs. aman ga","analisis_skill_gap"
"gw lagi nyari loker yang kerjanya pake css nih min.","cari_lowongan"
"apa arti skor di job match score.","bantuan_fitur_aplikasi"
"ada lowongan qa engineer ygn full wfh ngga","cari_lowongan"
"gw lagi nyari loker yang kerjanya pake sql nih min","cari_lowongan"
"apakah hasil upload cv akurat","bantuan_fitur_aplikasi"
"tolong cariin loker data analyst dong","cari_lowongan"
"cara masukin sql ke portofolio biar dilirik rekruter gmana","tanya_tips_rekrutmen"
"aku punya skill html, cocok ga apply devops engineer?","analisis_skill_gap"
"kalo mau fokus ke docker buat jadi data scientist jalurnya gimana","tanya_roadmap_karir"
"cariin posisi frontend developer di jakarta","cari_lowongan"
"cariin posisi fullstack developer di jakarta.","cari_lowongan"
"cara nego gaji data analyst yang bener gimana?","tanya_tips_rekrutmen"
"bisa tolong review profil aku cocok ga bt loker data scientist","analisis_skill_gap"
"ada loker backend developer hari ini","cari_lowongan"
"tunjukin daftar lowongan devops engineer dong","cari_lowongan"
"Cara download hasil skill gap analysis jadi bentuk PDF gimana min?","bantuan_fitur_aplikasi"
"hrd tuh suka cv yang kayak gimana sih buat frontend developer?","tanya_tips_rekrutmen"
"hp samsung yang kameranya bagus apa ya","out_of_context"
"bikinin makalah tentang kecerdasan buatan.","out_of_context"
"roadmap belajar devops engineer dong min","tanya_roadmap_karir"
"minta script untuk auto clicker dong.","out_of_context"
"bikinin caption linkedin bwt pamer sertifikat dong","out_of_context"
"cara menghadapi coding test machine learning engineer gmn ya?","tanya_tips_rekrutmen"
"suka duka kerja di IT apa aja min?","out_of_context"
"selamat pagi","salam_sapaan"
"kenapa kecocokan aku cuma sedikit di loker ui/ux designer?","analisis_skill_gap"
"saya butuh belajar apa lagi biar lolos loker mobile developer?","analisis_skill_gap"
"minta tolong cara bookmark loker dong","bantuan_fitur_aplikasi"
"apa yang harus aku tambahin di cv biar match sama data scientist?","analisis_skill_gap"
"kenapa kecocokan aku cuma sedikit di loker data analyst?","analisis_skill_gap"
"bsa tolong buatin study plan buat data scientist","tanya_roadmap_karir"
"min, boleh minta uang.","out_of_context"
"kekurangan CV saya untuk loker backend developer apa aja","analisis_skill_gap"
"minta tolong cara dashboard job market dong","bantuan_fitur_aplikasi"
"apakah portofolio machine learning wajib dilampirkan pas daftar qa engineer?","tanya_tips_rekrutmen"
"mending belajar css dulu atau apa ya biar bisa jadi devops engineer","tanya_roadmap_karir"
"min, gw pengen kerjaan yang ngurusin css gitu dong, buka gk","cari_lowongan"
"bsa tolong buatin study plan bwt frontend developer","tanya_roadmap_karir"
"apakah AI bakal gantiin kerjaan programmer?","out_of_context"
"cara meningkatkan notifikasi gmn ya?","bantuan_fitur_aplikasi"
"kerjain soal kalkulus ini dong","out_of_context"
"perusahaan mana aja yang lagi buka lowongan frontend developer","cari_lowongan"
"benerin porto gw donk biar rapi, gw pusing ngetiknya","out_of_context"
"apa yang harus aku tambahin di CV biar match sama machine learning engineer?.","analisis_skill_gap"
"fitur job match score kok tiba-tiba ilang dari layar gw?.","bantuan_fitur_aplikasi"
"apakah CV aku udah pas bwt posisi frontend developer?","analisis_skill_gap"
"roadmap belajar qa engineer dong min","tanya_roadmap_karir"
"step by step belajar mobile developer dong.","tanya_roadmap_karir"
"filter loker qa engineer yang gajinya di atas 10 juta dng","cari_lowongan"
"ada loker frontend developer yg butuh python ga?","cari_lowongan"
"bisa minta tolong cek bookmark loker saya?","bantuan_fitur_aplikasi"
"syarat data analyst minta python, aku belum bisa. aman ngga","analisis_skill_gap"
"hi, makasih banyak ya","salam_sapaan"
"tab bookmark loker di profil gw kok ngeblank putih doang ya","bantuan_fitur_aplikasi"
"bikinin gw resume bahasa inggris dong mincara pdkt sama rekan kerja gimana ya?.","out_of_context"
"tolong bikinin desain logo bt perusahaan saya.","out_of_context"
"gua lagi nyari loker yang kerjanya pake sql nih min.","cari_lowongan"
"Tiap kali gw klik menu job match score kok muter-muter doang ya layarnya?","bantuan_fitur_aplikasi"
"HRD tuh suka CV yang kayak gimana sih buat mobile developer?","tanya_tips_rekrutmen"
"cara ngadepin atasan ygn toxic gimana ya?","out_of_context"
"cara download hasil job match score jadi bentuk pdf gimana min?","bantuan_fitur_aplikasi"
"tips bikin cv ats friendly dng","tanya_tips_rekrutmen"
"min, job match score itu fungsinya buat apa?","bantuan_fitur_aplikasi"
"cek loker data scientist yg available dong","cari_lowongan"
"Tulisin cover letter buat lamar ke Tokopedia dong","out_of_context"
"buka lowongan frontend developer ngga min","cari_lowongan"
"eh, kalau gw udah isi data, itu otomatis masuk ke pdf yg di-generate bookmark loker ga sih","bantuan_fitur_aplikasi"
"kenapa gaji programmer di indo banyak yang kecil ya","out_of_context"
"info loker qa engineer terbaru dong","cari_lowongan"
"kalo mau fokus ke node.js buat jadi devops engineer jalurnya gimana","tanya_roadmap_karir"
"Kayaknya gw gk sanggup deh lamar posisi backend developer, mending belajar dari mana dulu ya?","tanya_roadmap_karir"
"resep nasi goreng enak","out_of_context"
"perusahaan mana aja yang lagi buka lowongan mobile developer","cari_lowongan"
"tools apa aja yang wajib dipelajari buat backend developer?","tanya_roadmap_karir"
"kenapa gaji programmer di indo banyak ygn kecil ya?","out_of_context"
"eh, kalau gw udah isi data, itu otomatis masuk ke pdf yang di-generate skill gap analysis nggak sih","bantuan_fitur_aplikasi"
"bocoran pertanyaan interview hrd dong buat data analyst","tanya_tips_rekrutmen"
"selamat siang","salam_sapaan"
"bikinin caption linkedin bt pamer sertifikat dong","out_of_context"
"cek kecocokan profil saya sama loker machine learning engineer donk","analisis_skill_gap"
"ada loker data scientist hari ini?.","cari_lowongan"
"cekin profil gw dong, udah cocok belum lamar mobile developer di startup?","analisis_skill_gap"
"HRD tuh suka CV yang kayak gmn sih buat frontend developer?","tanya_tips_rekrutmen"
"ada lowongan mobile developer yang full wfh ngga","cari_lowongan"
"Gw udah bisa sql, tolong cekin dong gw udah pantes belum lamar loker ini","analisis_skill_gap"
"Ada loker ui/ux designer hari ini?","cari_lowongan"
"kok skill gap analysis error ya","bantuan_fitur_aplikasi"
"bocoran pertanyaan interview hrd donk buat qa engineer","tanya_tips_rekrutmen"
"Cara pake tombol bookmark loker ini gimana","bantuan_fitur_aplikasi"
"filter loker mobile developer yang gajinya di atas 10 juta dong","cari_lowongan"
"mau jadi ui/ux designer harus mulai dari mana","tanya_roadmap_karir"
"info loker mobile developer terbaru dong","cari_lowongan"
"thx","salam_sapaan"
"kok skill gap analysis error ya.","bantuan_fitur_aplikasi"
"apa arti skor di dashboard job market?","bantuan_fitur_aplikasi"
"tombol bt liat upload cv dimana sih?","bantuan_fitur_aplikasi"
"aku udah bsa kubernetes, tolong cekin dong aku udah pantes belum lamar loker ini?","analisis_skill_gap"
"struktur portofolio ygn bagus bt data scientist kayak gimana?","tanya_tips_rekrutmen"
"cara masukin python ke portofolio biar dilirik rekruter gimana?","tanya_tips_rekrutmen"
"min, upload cv itu fungsinya bt apa","bantuan_fitur_aplikasi"
"perusahaan mana aja yang lagi buka lowongan machine learning engineer","cari_lowongan"
"thanks","salam_sapaan"
"kok dashboard job market error ya","bantuan_fitur_aplikasi"
"bisa tolong buatin study plan bt qa engineer","tanya_roadmap_karir"
"minta nomer WA HRD Tokopedia dong","out_of_context"
"mau nyari kerjaan sebagai devops engineer nih","cari_lowongan"
"apakah hasil skill gap analysis akurat?.","bantuan_fitur_aplikasi"
"min, gw pengen kerjaan yang ngurusin kubernetes gitu dong, buka ga","cari_lowongan"
"apa ygn harus aku tambahin di CV biar match sama data scientist","analisis_skill_gap"
"dari nol sampe jago ui/ux designer belajarnya apa aja.","tanya_roadmap_karir"
"bisa tolong review profil aku cocok ga buat loker data analyst?","analisis_skill_gap"
"mau jadi machine learning engineer harus mulai dari mana?.","tanya_roadmap_karir"
"struktur portofolio yang bagus buat devops engineer kayak gimana?.","tanya_tips_rekrutmen"
"tunjukin daftar lowongan machine learning engineer dong","cari_lowongan"
"Cara download hasil bookmark loker jadi bentuk PDF gimana min","bantuan_fitur_aplikasi"
"kalau dari non-IT ke mobile developer urutannya gimana min?","tanya_roadmap_karir"
